66,3,1,3,3,3,2,1
67,2,2,1,1,2,3,1
68,2,2,2,1,2,1,2
69,2,3,1,1,2,1,1
70,1,1,2,2,2,1,1
71,2,3,2,2,2,1,1
72,2,2,3,1,3,1,1
73,2,3,2,1,2,3,3
74,3,1,2,2,2,1,2
75,2,3,2,2,3,2,3
76,1,2,2,2,2,1,1
77,2,3,3,2,3,3,3
78,1,2,2,2,2,3,2
79,2,2,1,2,1,1,1
80,1,3,2,2,1,1,3
81,2,1,2,2,2,1,1
82,2,3,3,3,2,3,3
83,1,2,2,2,3,3,2
84,2,2,1,1,2,1,1
85,2,2,2,2,2,2,1
86,1,3,3,2,1,2,2
87,2,2,2,2,2,1,1
88,3,1,3,3,3,3,2
89,2,2,2,2,2,1,1
90,2,3,2,2,2,2,2
91,3,2,3,3,2,3,2
92,1,2,3,2,1,2,2
93,3,3,2,2,2,1,1
94,2,2,2,2,3,1,1
95,2,2,1,2,2,2,1
96,2,2,2,1,2,1,1
97,2,2,2,2,2,1,1
98,2,2,1,2,2,1,1
99,2,1,1,3,3,2,2
100,2,1,1,2,2,3,1
101,2,2,3,3,2,1,1
102,2,2,3,2,1,1,1
103,2,2,2,2,1,1,1
104,2,2,2,2,3,2,3
105,2,3,2,2,2,1,1
106,2,3,2,2,2,2,2
107,2,2,2,2,2,2,2
108,2,3,2,2,2,1,3
109,3,2,3,2,3,3,2
110,2,3,2,2,3,2,2
111,2,3,2,2,2,2,3
112,3,3,2,2,2,1,2
113,2,1,2,1,1,1,1
114,1,1,1,2,2,2,1
115,2,2,2,3,2,2,1
116,2,2,2,2,2,1,1
117,2,2,2,2,2,2,2
118,1,2,2,1,1,2,1
119,2,3,3,3,2,2,3
120,2,3,1,2,2,1,1
121,2,2,2,2,1,1,1
122,2,2,2,1,1,2,2
123,2,3,2,2,2,2,2
124,3,1,2,2,2,3,2
125,2,2,2,2,2,3,3
126,2,1,2,2,2,2,2
127,2,3,3,2,2,3,3
128,2,3,2,2,2,1,3
129,2,3,2,2,1,2,3
130,2,2,1,1,1,1,1
131,2,2,2,2,2,2,2
132,2,3,2,3,2,3,3
133,3,2,2,2,1,1,1
134,2,1,2,2,1,1,1
135,2,2,2,2,2,2,1
136,2,1,3,2,2,1,1
137,2,2,3,3,3,2,2
138,2,2,3,3,2,1,1
139,2,2,2,2,1,1,2
140,2,2,2,2,3,3,2
141,2,2,2,3,2,1,1
142,2,2,1,2,2,2,2
143,2,3,2,3,3,1,3
144,2,1,2,2,2,1,2
145,2,1,2,2,2,2,2
146,2,2,2,3,3,2,1
147,2,2,2,2,2,2,1
148,2,2,2,2,3,2,1
149,2,3,2,3,3,3,2
150,1,3,3,2,2,3,2
151,2,2,1,2,2,1,1
152,2,1,2,2,1,1,1
153,2,2,2,2,1,2,1
154,2,1,2,3,3,1,3
155,1,2,3,3,2,2,2
156,2,3,2,2,3,2,2
157,2,1,2,3,3,3,1
158,2,1,2,2,2,1,1
159,3,3,3,3,3,2,3
160,2,2,2,2,1,1,1
161,2,2,3,2,2,1,1
162,2,2,2,1,2,3,3
163,3,2,3,2,2,2,1
164,2,2,3,2,2,1,1
165,2,2,2,1,1,3,2
166,2,2,3,2,2,1,1
167,3,1,2,2,3,1,1
168,1,2,1,1,2,1,1
169,1,2,1,1,1,1,2
170,2,2,2,1,2,1,2
171,2,2,1,2,2,1,1
172,2,1,2,2,2,1,1
173,2,3,2,2,2,1,1
174,2,3,2,3,2,1,1
175,2,1,2,2,2,1,1
176,1,1,2,2,1,1,1
177,2,2,2,2,3,3,1
178,2,2,2,2,2,1,1
179,2,2,2,1,2,1,1
180,2,1,1,2,3,2,2
181,2,2,2,1,1,1,2
182,2,1,2,1,2,1,1
183,1,2,2,2,2,3,3
184,2,2,2,2,1,1,1
185,2,2,2,2,3,2,1
186,2,2,1,2,2,1,2
187,2,2,2,3,2,1,1
188,1,2,1,3,2,3,3
189,3,2,2,2,2,1,1
190,1,3,3,2,2,3,3
191,2,2,2,2,2,1,2
192,2,3,3,2,2,3,3
193,2,2,2,2,2,2,2
194,2,3,2,3,2,1,1
195,1,1,1,2,2,1,2
196,3,3,3,2,2,1,2
197,1,3,3,2,1,1,2
198,2,2,1,2,1,3,3
199,2,2,2,3,2,1,1
200,2,3,2,2,3,1,1
201,2,1,2,2,2,1,1
202,2,3,1,2,2,2,2
203,2,2,2,2,2,2,1
204,2,2,1,2,2,2,1
205,3,2,3,3,2,1,1
206,2,2,2,2,2,1,1
207,1,1,2,2,3,3,1
208,2,2,3,3,3,2,1
209,2,3,1,2,2,1,2
210,2,2,2,2,2,1,1
211,3,3,2,3,3,1,1
212,2,2,2,2,3,2,2
213,3,3,3,1,2,1,2
214,2,1,3,1,2,1,1
215,2,2,2,1,1,1,1
216,2,2,2,2,2,3,2
217,2,2,3,2,2,2,1
218,2,2,2,2,2,2,2
219,2,2,2,3,2,3,1
220,2,1,2,2,2,2,2
221,3,2,3,2,2,1,1
222,1,1,2,2,2,2,1
223,2,2,1,1,2,1,1
224,3,2,2,2,2,1,1
225,2,2,3,3,3,3,2
226,2,1,1,1,2,1,3
227,1,2,1,2,2,1,1
228,2,2,2,2,1,1,1
229,1,2,2,1,1,1,1
230,1,2,1,2,2,2,3
231,2,2,2,2,2,1,1
232,2,3,2,2,3,1,1
233,3,2,2,2,2,2,3
234,3,3,2,2,2,2,1
235,2,2,2,2,1,1,1
236,2,2,2,2,3,2,2
237,2,1,3,2,2,2,1
238,2,2,1,2,2,3,3
239,1,3,2,2,2,2,2
240,2,2,2,1,2,3,3
241,2,3,2,2,2,3,3
242,2,2,2,3,3,1,2
243,1,3,3,2,2,3,3
244,3,3,3,1,2,2,1
245,2,2,2,2,2,1,2
246,2,3,2,3,2,2,3
247,2,2,2,2,2,1,1
248,2,2,2,2,2,1,1
249,1,2,1,2,2,2,1
250,2,3,2,3,3,1,3
251,2,2,1,2,2,1,2
252,2,2,2,2,1,2,2
253,2,2,3,2,2,2,3
254,2,2,2,3,1,1,1
255,2,2,2,2,2,1,2
256,2,2,2,2,2,2,2
257,2,2,1,2,2,2,2
258,3,2,3,3,2,1,1
259,2,1,1,1,1,1,1
260,3,1,1,1,1,1,1
261,3,2,2,2,2,2,2
262,1,1,1,2,2,1,2
263,2,2,3,2,2,3,3
264,2,2,2,1,2,1,1
265,3,3,2,2,2,1,2
266,2,2,1,1,2,1,1
267,1,2,2,3,2,3,2
268,3,2,2,2,2,2,3
269,1,2,2,2,2,2,1
270,2,2,2,3,2,2,1
271,2,1,2,2,2,2,2
272,2,2,2,2,2,1,1
273,2,2,2,2,2,2,2
274,2,3,2,2,2,1,2
275,2,3,2,2,2,1,1
276,3,2,2,2,2,1,3
277,2,1,2,2,2,1,1
278,3,3,3,2,1,3,1
279,1,1,1,2,3,3,2
280,2,1,1,2,2,3,1
281,1,3,2,2,1,3,3
282,2,2,2,2,2,3,2
283,2,2,1,2,1,3,2
284,2,2,1,2,2,1,1
285,2,1,2,1,1,1,1
286,2,2,2,1,2,1,1
287,2,1,3,1,2,1,1
288,2,2,2,1,1,3,1
289,2,1,1,2,2,2,2
290,3,1,3,2,2,1,1
291,3,2,2,2,2,2,1
292,2,2,3,3,2,1,2
293,2,2,2,2,2,1,1
294,2,2,2,2,2,3,2
295,3,2,3,2,1,2,1
296,3,2,2,2,2,1,1
297,2,3,2,3,2,1,2
298,2,2,1,1,2,3,2
299,1,3,1,1,2,1,2
300,2,2,2,3,2,3,1
301,2,3,3,2,2,1,1
302,2,3,3,3,2,3,2
303,3,2,2,2,2,2,1
304,2,2,2,2,2,1,2
305,2,3,3,2,2,2,2
306,2,2,3,2,2,2,1
307,2,2,2,1,1,2,2
308,2,2,2,2,2,2,2
309,1,2,2,3,2,2,1
310,2,2,2,2,2,1,2
311,1,2,2,3,2,1,1
312,2,3,3,3,2,2,1
313,2,3,2,2,1,3,3
314,1,1,3,1,1,2,2
315,3,2,2,3,2,3,1
316,2,2,3,2,2,2,1
317,1,1,1,2,2,1,2
318,3,1,2,2,2,2,1
319,2,2,3,3,3,2,3
320,2,2,2,2,1,1,1
321,1,2,2,2,2,1,1
322,3,2,2,1,2,2,1
323,3,2,3,2,1,1,1
324,1,1,1,1,3,2,1
325,2,2,3,2,1,2,2
326,2,1,2,2,2,1,1
327,2,3,2,1,2,3,3
328,2,2,2,3,2,1,1
329,2,2,2,2,3,3,2
330,2,1,2,2,2,1,1
331,2,3,2,1,2,1,2
332,1,3,3,1,2,1,3
333,2,2,2,3,3,2,1
334,3,2,2,2,1,2,1
335,2,2,3,2,2,1,1
336,2,2,2,2,2,1,1
337,2,2,1,2,2,2,2
338,2,2,2,2,2,2,3
339,2,2,2,2,2,1,3
340,2,2,2,2,2,1,1
341,2,3,2,2,2,3,3
342,2,3,2,2,2,3,3
343,3,2,2,2,2,1,1
344,2,2,2,1,2,1,1
345,2,2,1,2,2,1,1
346,2,2,2,2,2,2,3
347,2,2,2,2,2,2,1
348,2,2,1,3,2,1,1
349,2,2,2,3,3,3,2
350,2,2,2,3,2,1,1
351,1,1,1,2,2,2,1
352,1,2,3,3,2,2,2
353,1,2,2,2,2,1,1
354,2,3,2,3,2,1,1
355,2,1,2,2,2,2,1
356,2,2,1,2,3,3,3
357,2,2,2,1,2,1,2
358,3,2,3,2,2,1,1
359,3,2,2,2,2,1,1
360,2,2,2,2,2,3,3
361,2,1,2,2,2,3,2
362,2,1,2,2,3,2,1
363,2,2,1,2,1,1,1
364,3,3,3,2,3,2,3
365,3,3,3,2,2,1,2
366,1,3,3,2,1,1,1
367,2,2,2,2,3,1,2
368,2,2,2,2,2,1,1
369,2,2,3,2,2,3,3
370,2,1,1,1,2,1,1
371,2,1,1,1,2,1,1
372,3,2,2,2,2,1,1
373,2,2,2,2,1,1,1
374,3,1,2,2,2,2,1
375,3,2,1,2,2,2,2
376,1,1,1,2,2,2,1
377,1,2,1,1,2,2,1
378,2,2,2,1,2,2,1
379,3,2,2,3,2,2,2
380,2,2,1,2,3,2,3
381,2,3,2,2,1,2,3
382,2,1,1,1,2,3,2
383,2,2,1,2,2,2,2
384,2,2,3,2,3,2,1
385,2,2,2,2,2,2,1
386,3,2,2,2,2,1,1
387,2,2,2,1,2,3,1
388,2,1,2,2,2,1,1
389,1,2,2,2,2,1,2
390,2,2,2,1,2,1,1
391,1,2,2,1,2,2,2
392,1,1,2,1,1,1,1
393,3,1,2,3,2,2,2
394,2,3,2,2,2,1,1
395,1,2,3,3,3,3,1
396,2,1,2,1,1,1,1
397,2,2,1,3,2,3,3
398,2,3,2,2,2,2,2
399,2,3,1,1,3,3,3
400,2,2,2,1,2,1,1
401,2,3,2,2,3,2,3
402,2,2,1,2,3,1,1
403,2,2,2,3,3,1,1
404,3,2,1,1,2,1,2
405,3,2,2,2,2,2,2
406,1,2,1,1,1,1,1
407,3,2,2,2,2,1,1
408,1,2,2,2,2,2,1
409,2,2,2,3,2,2,1
410,1,1,1,3,3,2,1
411,1,1,1,1,2,1,1
412,2,3,3,2,3,2,3
413,2,2,2,2,2,2,1
414,2,2,2,2,2,1,1
415,2,1,2,2,2,1,1
416,2,2,2,2,2,1,2
417,3,2,3,1,1,1,2
418,2,2,2,2,2,2,1
419,3,2,2,2,3,1,1
420,2,3,3,3,2,3,3
421,2,2,2,2,1,2,1
422,2,3,2,2,2,1,3
423,3,2,2,1,1,1,1
424,2,2,2,2,1,2,1
425,2,2,2,2,2,1,2
426,2,2,2,2,1,1,1
427,1,1,3,2,2,1,1
428,2,3,3,2,2,2,2
429,2,2,2,1,2,2,1
430,2,2,2,2,1,1,1
431,2,2,2,1,2,1,1
432,2,2,2,3,2,2,1
433,2,3,2,2,2,1,1
434,2,1,1,1,2,2,2
435,2,3,2,2,2,2,3
436,2,2,2,1,1,1,1
437,2,3,2,2,2,3,3
438,2,2,2,1,1,1,1
439,3,2,3,2,2,1,1
440,2,2,2,2,2,1,1
441,2,3,3,3,3,3,3
442,2,2,2,2,2,1,1
443,3,2,3,3,2,3,1
444,2,2,2,2,2,1,1
445,2,2,1,2,1,3,2
446,2,2,1,1,2,3,3
447,2,2,1,2,2,2,2
448,2,2,2,2,2,1,1
449,2,2,1,3,3,2,1
450,2,2,2,2,2,3,1
451,2,2,2,2,2,1,1
452,2,2,2,2,2,1,1
453,2,1,2,2,2,1,1
454,2,2,2,2,2,1,1
455,2,2,2,1,1,1,1
456,2,2,1,2,2,1,1
457,1,2,3,2,2,2,1
458,1,2,1,2,1,1,3
459,3,1,2,2,1,1,1
460,1,2,3,2,1,3,3
461,2,2,1,2,2,2,2
462,2,2,2,2,2,1,1
463,2,2,3,3,2,1,1
464,2,3,3,2,2,3,3
465,2,2,2,2,2,2,1
466,2,1,2,2,1,1,1
467,2,3,2,2,1,1,1
468,2,2,2,2,3,1,1
469,2,1,2,2,1,1,1
470,2,2,2,3,2,2,2
471,2,2,2,2,2,2,1
472,2,2,2,3,2,1,1
473,1,1,1,2,2,1,1
474,2,2,2,2,2,1,2
475,2,2,2,3,3,3,1
476,2,3,3,2,2,2,3
477,2,2,2,2,2,2,2
478,2,3,2,1,2,2,2
479,2,3,2,2,2,1,1
480,1,2,2,1,2,1,2
481,3,2,2,2,2,1,1
482,2,1,2,2,2,1,1
483,2,2,2,2,2,2,2
484,2,1,2,1,2,1,2
485,2,2,3,2,2,2,3
486,2,2,2,2,1,1,1
487,3,1,2,2,2,1,1
488,2,2,2,2,2,1,1
489,2,1,3,2,1,1,1
490,3,1,3,3,2,1,1
491,1,1,2,1,1,2,2
492,3,3,2,2,3,1,1
493,2,3,1,2,2,2,2
494,2,1,2,3,2,1,1
495,2,2,1,2,2,2,2
496,2,3,2,3,2,3,3
497,2,2,2,2,2,2,2
498,2,2,3,2,2,1,1
499,2,2,1,2,2,1,1
500,2,1,2,2,2,2,1
501,3,2,1,2,1,1,1
502,2,3,3,2,2,1,2
503,1,2,2,2,2,1,2
504,3,3,3,2,2,1,2
505,3,3,3,3,2,1,1
506,2,1,1,2,2,3,1
507,2,2,3,1,2,3,2
508,2,1,1,2,3,1,2
509,2,2,2,2,2,1,1
510,2,2,3,2,3,1,2
511,2,2,2,1,2,3,1
512,1,2,1,2,3,2,3
